Code,_StartTime,_EndTime,StartTime,EndTime,Type,Change
BS27,Sep 2006,Dec 2018,"£324,975","£417,500",4 Bedrooms,+28%
BS28,Sep 2006,Dec 2018,"£375,000","£429,950",3 Bedrooms,+15%
BS28,Sep 2006,Dec 2018,"£375,000",-,1 Bedroom,-
BS28,Sep 2006,Dec 2018,"£415,000","£530,000",All,+28%
BS28,Sep 2006,Dec 2018,"£247,498","£294,975",2 Bedrooms,+19%
BS28,Sep 2006,Dec 2018,"£457,473","£897,500",5+ Bedrooms,+96%
BS28,Sep 2006,Dec 2018,"£449,500","£570,000",4 Bedrooms,+27%
BS29,Sep 2006,Dec 2018,"£224,950","£249,950",3 Bedrooms,+11%
BS29,Sep 2006,Dec 2018,-,"£117,475",1 Bedroom,-
BS29,Sep 2006,Dec 2018,"£225,000","£205,000",All,-9%
BS29,Sep 2006,Dec 2018,"£172,500","£110,000",2 Bedrooms,-36%
BS29,Sep 2006,Dec 2018,"£675,000","£260,000",5+ Bedrooms,-61%
BS29,Sep 2006,Dec 2018,"£309,975","£570,000",4 Bedrooms,+84%
BS3,Sep 2006,Dec 2018,"£199,995","£340,000",3 Bedrooms,+70%
BS3,Sep 2006,Dec 2018,"£129,725","£175,000",1 Bedroom,+35%
BS3,Sep 2006,Dec 2018,"£184,995","£310,000",All,+68%
BS3,Sep 2006,Dec 2018,"£175,000","£260,000",2 Bedrooms,+49%
BS3,Sep 2006,Dec 2018,"£460,000","£250,000",5+ Bedrooms,-46%
BS3,Sep 2006,Dec 2018,"£307,500","£417,500",4 Bedrooms,+36%
BS30,Sep 2006,Dec 2018,"£209,950","£280,000",3 Bedrooms,+33%
BS30,Sep 2006,Dec 2018,"£119,995","£139,950",1 Bedroom,+17%
BS30,Sep 2006,Dec 2018,"£209,950","£299,973",All,+43%
BS30,Sep 2006,Dec 2018,"£159,995","£260,000",2 Bedrooms,+63%
BS30,Sep 2006,Dec 2018,"£435,000","£865,000",5+ Bedrooms,+99%
BS30,Sep 2006,Dec 2018,"£289,950","£420,000",4 Bedrooms,+45%
BS31,Sep 2006,Dec 2018,"£235,000","£310,000",3 Bedrooms,+32%
BS31,Sep 2006,Dec 2018,"£139,950","£165,000",1 Bedroom,+18%
BS31,Sep 2006,Dec 2018,"£265,000","£327,998",All,+24%
BS31,Sep 2006,Dec 2018,"£195,000","£200,000",2 Bedrooms,+3%
BS31,Sep 2006,Dec 2018,"£465,000","£650,000",5+ Bedrooms,+40%
BS31,Sep 2006,Dec 2018,"£362,500","£422,498",4 Bedrooms,+17%
BS32,Sep 2006,Dec 2018,"£224,950","£300,000",3 Bedrooms,+33%
BS32,Sep 2006,Dec 2018,"£127,475","£165,000",1 Bedroom,+29%
BS32,Sep 2006,Dec 2018,"£209,998","£295,000",All,+40%
BS32,Sep 2006,Dec 2018,"£154,973","£209,975",2 Bedrooms,+35%
BS32,Sep 2006,Dec 2018,"£650,000","£750,000",5+ Bedrooms,+15%
BS32,Sep 2006,Dec 2018,"£294,995","£445,000",4 Bedrooms,+51%
BS34,Sep 2006,Dec 2018,"£174,995","£267,475",3 Bedrooms,+53%
BS34,Sep 2006,Dec 2018,"£118,000","£160,000",1 Bedroom,+36%
BS34,Sep 2006,Dec 2018,"£178,973","£255,000",All,+42%
BS34,Sep 2006,Dec 2018,"£153,748","£218,000",2 Bedrooms,+42%
BS34,Sep 2006,Dec 2018,"£450,000","£450,000",5+ Bedrooms,0%
BS34,Sep 2006,Dec 2018,"£277,498","£345,000",4 Bedrooms,+24%
BS35,Sep 2006,Dec 2018,"£207,475","£305,995",3 Bedrooms,+47%
BS35,Sep 2006,Dec 2018,"£129,950","£169,995",1 Bedroom,+31%
BS35,Sep 2006,Dec 2018,"£255,000","£357,475",All,+40%
BS35,Sep 2006,Dec 2018,"£159,950","£218,995",2 Bedrooms,+37%
BS35,Sep 2006,Dec 2018,"£415,000","£640,000",5+ Bedrooms,+54%
BS35,Sep 2006,Dec 2018,"£319,950","£450,000",4 Bedrooms,+41%
BS36,Sep 2006,Dec 2018,"£239,950","£320,000",3 Bedrooms,+33%
BS36,Sep 2006,Dec 2018,"£131,995",-,1 Bedroom,-
BS36,Sep 2006,Dec 2018,"£249,950","£375,000",All,+50%
BS36,Sep 2006,Dec 2018,"£205,000","£325,000",2 Bedrooms,+59%
BS36,Sep 2006,Dec 2018,"£600,000","£550,000",5+ Bedrooms,-8%
BS36,Sep 2006,Dec 2018,"£419,950","£477,475",4 Bedrooms,+14%
BS37,Sep 2006,Dec 2018,"£184,950","£270,000",3 Bedrooms,+46%
BS37,Sep 2006,Dec 2018,"£126,950","£165,000",1 Bedroom,+30%
BS37,Sep 2006,Dec 2018,"£186,450","£283,000",All,+52%
BS37,Sep 2006,Dec 2018,"£151,498","£210,000",2 Bedrooms,+39%
BS37,Sep 2006,Dec 2018,"£850,000","£600,000",5+ Bedrooms,-29%
BS37,Sep 2006,Dec 2018,"£274,950","£405,000",4 Bedrooms,+47%
BS39,Sep 2006,Dec 2018,"£218,975","£299,950",3 Bedrooms,+37%
BS39,Sep 2006,Dec 2018,"£114,950","£115,000",1 Bedroom,+0%
BS39,Sep 2006,Dec 2018,"£249,950","£347,000",All,+39%
BS39,Sep 2006,Dec 2018,"£184,950","£195,000",2 Bedrooms,+5%
BS39,Sep 2006,Dec 2018,"£575,000","£845,000",5+ Bedrooms,+47%
BS39,Sep 2006,Dec 2018,"£325,000","£400,000",4 Bedrooms,+23%
BS4,Sep 2006,Dec 2018,"£174,995","£270,000",3 Bedrooms,+54%
BS4,Sep 2006,Dec 2018,"£119,950","£150,000",1 Bedroom,+25%
BS4,Sep 2006,Dec 2018,"£167,500","£260,000",All,+55%
BS4,Sep 2006,Dec 2018,"£159,973","£225,000",2 Bedrooms,+41%
BS4,Sep 2006,Dec 2018,"£320,000","£482,500",5+ Bedrooms,+51%
BS4,Sep 2006,Dec 2018,"£245,000","£335,000",4 Bedrooms,+37%
BS40,Sep 2006,Dec 2018,"£299,950","£355,000",3 Bedrooms,+18%
BS40,Sep 2006,Dec 2018,"£96,500","£79,950",1 Bedroom,-17%
BS40,Sep 2006,Dec 2018,"£350,000","£400,000",All,+14%
BS40,Sep 2006,Dec 2018,"£228,725","£305,000",2 Bedrooms,+33%
BS40,Sep 2006,Dec 2018,"£549,000","£925,000",5+ Bedrooms,+68%
BS40,Sep 2006,Dec 2018,"£404,975","£495,000",4 Bedrooms,+22%
BS41,Sep 2006,Dec 2018,"£289,975","£399,975",3 Bedrooms,+38%
BS41,Sep 2006,Dec 2018,-,"£165,000",1 Bedroom,-
BS41,Sep 2006,Dec 2018,"£353,750","£415,000",All,+17%
BS41,Sep 2006,Dec 2018,"£195,000","£293,725",2 Bedrooms,+51%
BS41,Sep 2006,Dec 2018,"£800,000","£695,000",5+ Bedrooms,-13%
BS41,Sep 2006,Dec 2018,"£425,000","£475,000",4 Bedrooms,+12%
BS48,Sep 2006,Dec 2018,"£229,950","£335,000",3 Bedrooms,+46%
BS48,Sep 2006,Dec 2018,"£117,450","£169,000",1 Bedroom,+44%
BS48,Sep 2006,Dec 2018,"£255,000","£375,000",All,+47%
BS48,Sep 2006,Dec 2018,"£165,000","£250,000",2 Bedrooms,+52%
BS48,Sep 2006,Dec 2018,"£500,000","£599,950",5+ Bedrooms,+20%
BS48,Sep 2006,Dec 2018,"£329,950","£450,000",4 Bedrooms,+36%
BS49,Sep 2006,Dec 2018,"£205,000","£315,000",3 Bedrooms,+54%
BS49,Sep 2006,Dec 2018,"£125,000",-,1 Bedroom,-
BS49,Sep 2006,Dec 2018,"£249,950","£360,000",All,+44%
BS49,Sep 2006,Dec 2018,"£149,950","£225,000",2 Bedrooms,+50%
BS49,Sep 2006,Dec 2018,"£407,500","£525,000",5+ Bedrooms,+29%
BS49,Sep 2006,Dec 2018,"£349,950","£385,000",4 Bedrooms,+10%
BS5,Sep 2006,Dec 2018,"£164,950","£280,000",3 Bedrooms,+70%
BS5,Sep 2006,Dec 2018,"£109,995","£140,000",1 Bedroom,+27%
BS5,Sep 2006,Dec 2018,"£139,995","£254,998",All,+82%
BS5,Sep 2006,Dec 2018,"£139,950","£235,000",2 Bedrooms,+68%
BS5,Sep 2006,Dec 2018,-,"£350,000",5+ Bedrooms,-
BS5,Sep 2006,Dec 2018,"£234,950","£315,000",4 Bedrooms,+34%
BS6,Sep 2006,Dec 2018,"£334,475","£530,000",3 Bedrooms,+58%
BS6,Sep 2006,Dec 2018,"£154,950","£245,000",1 Bedroom,+58%
BS6,Sep 2006,Dec 2018,"£322,475","£380,000",All,+18%
BS6,Sep 2006,Dec 2018,"£239,995","£305,000",2 Bedrooms,+27%
BS6,Sep 2006,Dec 2018,"£520,000","£767,500",5+ Bedrooms,+48%
BS6,Sep 2006,Dec 2018,"£394,500","£630,000",4 Bedrooms,+60%
BS7,Sep 2006,Dec 2018,"£225,950","£312,500",3 Bedrooms,+38%
BS7,Sep 2006,Dec 2018,"£129,950","£197,500",1 Bedroom,+52%
BS7,Sep 2006,Dec 2018,"£215,000","£310,000",All,+44%
BS7,Sep 2006,Dec 2018,"£187,475","£240,000",2 Bedrooms,+28%
BS7,Sep 2006,Dec 2018,"£427,475","£474,975",5+ Bedrooms,+11%
BS7,Sep 2006,Dec 2018,"£339,950","£525,000",4 Bedrooms,+54%
BS8,Sep 2006,Dec 2018,"£347,475","£597,475",3 Bedrooms,+72%
BS8,Sep 2006,Dec 2018,"£152,450","£235,000",1 Bedroom,+54%
BS8,Sep 2006,Dec 2018,"£294,975","£441,750",All,+50%
BS8,Sep 2006,Dec 2018,"£274,950","£427,000",2 Bedrooms,+55%
BS8,Sep 2006,Dec 2018,"£735,000","£1,372,500",5+ Bedrooms,+87%
BS8,Sep 2006,Dec 2018,"£490,000","£700,000",4 Bedrooms,+43%
BS9,Sep 2006,Dec 2018,"£292,473","£460,000",3 Bedrooms,+57%
BS9,Sep 2006,Dec 2018,"£135,725","£175,000",1 Bedroom,+29%
BS9,Sep 2006,Dec 2018,"£299,950","£455,000",All,+52%
BS9,Sep 2006,Dec 2018,"£210,000","£298,950",2 Bedrooms,+42%
BS9,Sep 2006,Dec 2018,"£792,500","£767,475",5+ Bedrooms,-3%
BS9,Sep 2006,Dec 2018,"£409,950","£637,000",4 Bedrooms,+55%
BS98,Mar 2011,Apr 2011,-,-,3 Bedrooms,-
BS98,Mar 2011,Apr 2011,-,-,1 Bedroom,-
BS98,Mar 2011,Apr 2011,"£224,950","£209,975",All,-7%
BS98,Mar 2011,Apr 2011,"£224,950","£209,975",2 Bedrooms,-7%
BS98,Mar 2011,Apr 2011,-,-,5+ Bedrooms,-
BS98,Mar 2011,Apr 2011,-,-,4 Bedrooms,-
BS99,Apr 2007,Mar 2011,-,-,3 Bedrooms,-
BS99,Apr 2007,Mar 2011,"£173,000","£115,000",1 Bedroom,-34%
BS99,Apr 2007,Mar 2011,"£173,000","£115,000",All,-34%
BS99,Apr 2007,Mar 2011,-,-,2 Bedrooms,-
BS99,Apr 2007,Mar 2011,-,-,5+ Bedrooms,-
BS99,Apr 2007,Mar 2011,-,-,4 Bedrooms,-
BT1,Jul 2008,Dec 2018,"£299,950","£154,950",3 Bedrooms,-48%
BT1,Jul 2008,Dec 2018,-,"£126,500",1 Bedroom,-
BT1,Jul 2008,Dec 2018,"£239,500","£165,000",All,-31%
BT1,Jul 2008,Dec 2018,"£199,950","£167,475",2 Bedrooms,-16%
BT1,Jul 2008,Dec 2018,-,"£400,000",5+ Bedrooms,-
BT1,Jul 2008,Dec 2018,"£325,000",-,4 Bedrooms,-
BT11,Jul 2008,Dec 2018,"£179,950","£127,450",3 Bedrooms,-29%
BT11,Jul 2008,Dec 2018,"£114,950","£45,000",1 Bedroom,-61%
BT11,Jul 2008,Dec 2018,"£179,950","£114,950",All,-36%
BT11,Jul 2008,Dec 2018,"£164,975","£92,250",2 Bedrooms,-44%
BT11,Jul 2008,Dec 2018,"£330,000","£229,975",5+ Bedrooms,-30%
BT11,Jul 2008,Dec 2018,"£199,950","£149,950",4 Bedrooms,-25%
BT10,Jul 2008,Dec 2018,"£215,000","£179,950",3 Bedrooms,-16%
BT10,Jul 2008,Dec 2018,"£112,000","£64,950",1 Bedroom,-42%
BT10,Jul 2008,Dec 2018,"£225,000","£184,950",All,-18%
BT10,Jul 2008,Dec 2018,"£139,950","£119,950",2 Bedrooms,-14%
BT10,Jul 2008,Dec 2018,"£315,000","£299,950",5+ Bedrooms,-5%
BT10,Jul 2008,Dec 2018,"£369,475","£249,950",4 Bedrooms,-32%
BT12,Jul 2008,Dec 2018,"£149,950","£82,450",3 Bedrooms,-45%
BT12,Jul 2008,Dec 2018,"£154,975",-,1 Bedroom,-
BT12,Jul 2008,Dec 2018,"£149,000","£77,500",All,-48%
BT12,Jul 2008,Dec 2018,"£139,950","£69,950",2 Bedrooms,-50%
BT12,Jul 2008,Dec 2018,"£225,000",-,5+ Bedrooms,-
BT12,Jul 2008,Dec 2018,"£170,000","£121,975",4 Bedrooms,-28%
BT13,Jul 2008,Dec 2018,"£150,000","£89,950",3 Bedrooms,-40%
BT13,Jul 2008,Dec 2018,"£112,475","£64,247",1 Bedroom,-43%
BT13,Jul 2008,Dec 2018,"£145,000","£79,950",All,-45%
BT13,Jul 2008,Dec 2018,"£129,975","£74,950",2 Bedrooms,-42%
BT13,Jul 2008,Dec 2018,"£289,950",-,5+ Bedrooms,-
BT13,Jul 2008,Dec 2018,"£189,950","£98,000",4 Bedrooms,-48%
BT14,Jul 2008,Dec 2018,"£175,000","£109,950",3 Bedrooms,-37%
BT14,Jul 2008,Dec 2018,"£135,000","£84,950",1 Bedroom,-37%
BT14,Jul 2008,Dec 2018,"£159,950","£103,725",All,-35%
BT14,Jul 2008,Dec 2018,"£135,000","£74,950",2 Bedrooms,-44%
BT14,Jul 2008,Dec 2018,"£245,000","£225,000",5+ Bedrooms,-8%
BT14,Jul 2008,Dec 2018,"£250,000","£169,950",4 Bedrooms,-32%
BT15,Jul 2008,Dec 2018,"£199,950","£137,450",3 Bedrooms,-31%
BT15,Jul 2008,Dec 2018,"£134,950","£74,950",1 Bedroom,-44%
BT15,Jul 2008,Dec 2018,"£184,950","£129,950",All,-30%
BT15,Jul 2008,Dec 2018,"£149,950","£76,250",2 Bedrooms,-49%
BT15,Jul 2008,Dec 2018,"£337,500","£279,950",5+ Bedrooms,-17%
BT15,Jul 2008,Dec 2018,"£225,000","£234,975",4 Bedrooms,+4%
BT16,Jul 2008,Dec 2018,"£225,000","£162,500",3 Bedrooms,-28%
BT16,Jul 2008,Dec 2018,"£109,950","£94,950",1 Bedroom,-14%
BT16,Jul 2008,Dec 2018,"£234,950","£176,000",All,-25%
BT16,Jul 2008,Dec 2018,"£178,500","£119,975",2 Bedrooms,-33%
BT16,Jul 2008,Dec 2018,"£499,950","£360,000",5+ Bedrooms,-28%
BT16,Jul 2008,Dec 2018,"£329,950","£230,000",4 Bedrooms,-30%
BT17,Jul 2008,Dec 2018,"£166,975","£92,475",3 Bedrooms,-45%
BT17,Jul 2008,Dec 2018,"£129,950","£59,950",1 Bedroom,-54%
BT17,Jul 2008,Dec 2018,"£175,000","£104,950",All,-40%
BT17,Jul 2008,Dec 2018,"£154,950","£89,950",2 Bedrooms,-42%
BT17,Jul 2008,Dec 2018,"£392,475","£329,950",5+ Bedrooms,-16%
BT17,Jul 2008,Dec 2018,"£244,950","£227,225",4 Bedrooms,-7%
BT18,Jul 2008,Dec 2018,"£299,950","£215,000",3 Bedrooms,-28%
BT18,Jul 2008,Dec 2018,"£110,000","£121,250",1 Bedroom,+10%
BT18,Jul 2008,Dec 2018,"£325,000","£312,500",All,-4%
BT18,Jul 2008,Dec 2018,"£207,500","£210,000",2 Bedrooms,+1%
BT18,Jul 2008,Dec 2018,"£820,000","£762,475",5+ Bedrooms,-7%
BT18,Jul 2008,Dec 2018,"£450,000","£475,000",4 Bedrooms,+6%
BT19,Jul 2008,Dec 2018,"£217,975","£134,950",3 Bedrooms,-38%
BT19,Jul 2008,Dec 2018,"£155,000",-,1 Bedroom,-
BT19,Jul 2008,Dec 2018,"£230,000","£169,950",All,-26%
BT19,Jul 2008,Dec 2018,"£179,950","£117,500",2 Bedrooms,-35%
BT19,Jul 2008,Dec 2018,"£547,250","£350,000",5+ Bedrooms,-36%
BT19,Jul 2008,Dec 2018,"£345,000","£242,475",4 Bedrooms,-30%
BT2,Jul 2008,Dec 2018,"£239,950",-,3 Bedrooms,-
BT2,Jul 2008,Dec 2018,"£195,000",-,1 Bedroom,-
BT2,Jul 2008,Dec 2018,"£209,975","£150,000",All,-29%
BT2,Jul 2008,Dec 2018,"£199,500","£150,000",2 Bedrooms,-25%
BT2,Jul 2008,Dec 2018,-,-,5+ Bedrooms,-
BT2,Jul 2008,Dec 2018,"£220,000",-,4 Bedrooms,-
BT20,Jul 2008,Dec 2018,"£249,500","£150,950",3 Bedrooms,-39%
BT20,Jul 2008,Dec 2018,"£125,000","£86,225",1 Bedroom,-31%
BT20,Jul 2008,Dec 2018,"£245,000","£159,950",All,-35%
BT20,Jul 2008,Dec 2018,"£182,000","£99,950",2 Bedrooms,-45%
BT20,Jul 2008,Dec 2018,"£475,000","£249,950",5+ Bedrooms,-47%
BT20,Jul 2008,Dec 2018,"£350,000","£249,950",4 Bedrooms,-29%
BT21,Jul 2008,Dec 2018,"£225,000","£152,450",3 Bedrooms,-32%
BT21,Jul 2008,Dec 2018,"£155,000","£150,000",1 Bedroom,-3%
BT21,Jul 2008,Dec 2018,"£249,950","£190,000",All,-24%
BT21,Jul 2008,Dec 2018,"£175,000","£82,500",2 Bedrooms,-53%
BT21,Jul 2008,Dec 2018,"£485,000","£412,450",5+ Bedrooms,-15%
BT21,Jul 2008,Dec 2018,"£315,000","£279,950",4 Bedrooms,-11%
BT23,Jul 2008,Dec 2018,"£213,450","£149,950",3 Bedrooms,-30%
BT23,Jul 2008,Dec 2018,"£132,475","£75,000",1 Bedroom,-43%
BT23,Jul 2008,Dec 2018,"£225,000","£183,500",All,-18%
BT23,Jul 2008,Dec 2018,"£169,950","£94,950",2 Bedrooms,-44%
BT23,Jul 2008,Dec 2018,"£495,000","£379,950",5+ Bedrooms,-23%
BT23,Jul 2008,Dec 2018,"£334,950","£259,950",4 Bedrooms,-22%
BT24,Jul 2008,Dec 2018,"£220,000","£155,000",3 Bedrooms,-30%
BT24,Jul 2008,Dec 2018,-,"£49,995",1 Bedroom,-
BT24,Jul 2008,Dec 2018,"£275,000","£199,950",All,-27%
BT24,Jul 2008,Dec 2018,"£185,000","£92,500",2 Bedrooms,-50%
BT24,Jul 2008,Dec 2018,"£450,000","£280,000",5+ Bedrooms,-38%
BT24,Jul 2008,Dec 2018,"£365,000","£240,000",4 Bedrooms,-34%
BT22,Jul 2008,Dec 2018,"£184,950","£124,950",3 Bedrooms,-32%
BT22,Jul 2008,Dec 2018,"£125,000","£56,250",1 Bedroom,-55%
BT22,Jul 2008,Dec 2018,"£219,500","£149,950",All,-32%
BT22,Jul 2008,Dec 2018,"£160,000","£89,950",2 Bedrooms,-44%
BT22,Jul 2008,Dec 2018,"£399,950","£275,000",5+ Bedrooms,-31%
BT22,Jul 2008,Dec 2018,"£310,000","£194,950",4 Bedrooms,-37%
BT25,Jul 2008,Dec 2018,"£195,000","£123,250",3 Bedrooms,-37%
BT25,Jul 2008,Dec 2018,"£150,000","£145,000",1 Bedroom,-3%
BT25,Jul 2008,Dec 2018,"£220,000","£158,000",All,-28%
BT25,Jul 2008,Dec 2018,"£145,000","£89,975",2 Bedrooms,-38%
BT25,Jul 2008,Dec 2018,"£499,725","£349,950",5+ Bedrooms,-30%
BT25,Jul 2008,Dec 2018,"£317,500","£249,950",4 Bedrooms,-21%
BT26,Jul 2008,Dec 2018,"£249,950","£219,500",3 Bedrooms,-12%
BT26,Jul 2008,Dec 2018,"£149,500",-,1 Bedroom,-
BT26,Jul 2008,Dec 2018,"£325,000","£325,000",All,0%
BT26,Jul 2008,Dec 2018,"£246,000","£168,475",2 Bedrooms,-32%
BT26,Jul 2008,Dec 2018,"£749,950","£405,000",5+ Bedrooms,-46%
BT26,Jul 2008,Dec 2018,"£365,000","£370,000",4 Bedrooms,+1%
BT27,Jul 2008,Dec 2018,"£195,000","£165,000",3 Bedrooms,-15%
BT27,Jul 2008,Dec 2018,"£98,225","£72,950",1 Bedroom,-26%
BT27,Jul 2008,Dec 2018,"£210,000","£220,000",All,+5%
BT27,Jul 2008,Dec 2018,"£158,500","£102,500",2 Bedrooms,-35%
BT27,Jul 2008,Dec 2018,"£497,250","£350,000",5+ Bedrooms,-30%
BT27,Jul 2008,Dec 2018,"£375,000","£300,000",4 Bedrooms,-20%
BT28,Jul 2008,Dec 2018,"£184,950","£149,950",3 Bedrooms,-19%
BT28,Jul 2008,Dec 2018,"£119,950","£95,000",1 Bedroom,-21%
BT28,Jul 2008,Dec 2018,"£200,000","£165,000",All,-18%
BT28,Jul 2008,Dec 2018,"£164,950","£119,750",2 Bedrooms,-27%
BT28,Jul 2008,Dec 2018,"£487,500","£349,995",5+ Bedrooms,-28%
BT28,Jul 2008,Dec 2018,"£317,500","£237,250",4 Bedrooms,-25%
BD22,Sep 2006,Dec 2018,"£159,973","£159,950",3 Bedrooms,-0%
BD22,Sep 2006,Dec 2018,"£101,975","£89,950",1 Bedroom,-12%
BD22,Sep 2006,Dec 2018,"£159,995","£165,000",All,+3%
BD22,Sep 2006,Dec 2018,"£121,000","£116,500",2 Bedrooms,-4%
BD22,Sep 2006,Dec 2018,"£327,475","£460,000",5+ Bedrooms,+40%
BD22,Sep 2006,Dec 2018,"£269,950","£230,000",4 Bedrooms,-15%
BD23,Sep 2006,Dec 2018,"£220,000","£262,500",3 Bedrooms,+19%
BD23,Sep 2006,Dec 2018,"£161,500","£129,500",1 Bedroom,-20%
BD23,Sep 2006,Dec 2018,"£225,000","£287,000",All,+28%
BD23,Sep 2006,Dec 2018,"£179,500","£180,000",2 Bedrooms,+0%
BD23,Sep 2006,Dec 2018,"£647,500","£695,000",5+ Bedrooms,+7%
BD23,Sep 2006,Dec 2018,"£299,500","£419,950",4 Bedrooms,+40%
BT29,Jul 2008,Dec 2018,"£205,000","£129,950",3 Bedrooms,-37%
BT29,Jul 2008,Dec 2018,"£105,000",-,1 Bedroom,-
BT29,Jul 2008,Dec 2018,"£249,950","£199,975",All,-20%
BT29,Jul 2008,Dec 2018,"£157,475","£87,450",2 Bedrooms,-44%
BT29,Jul 2008,Dec 2018,"£495,000","£295,000",5+ Bedrooms,-40%
BT29,Jul 2008,Dec 2018,"£349,975","£244,950",4 Bedrooms,-30%
BT3,Jul 2008,Dec 2018,"£295,000","£169,950",3 Bedrooms,-42%
BT3,Jul 2008,Dec 2018,"£169,950","£134,950",1 Bedroom,-21%
BT3,Jul 2008,Dec 2018,"£192,500","£176,950",All,-8%
BT3,Jul 2008,Dec 2018,"£192,500","£179,950",2 Bedrooms,-7%
BT3,Jul 2008,Dec 2018,-,-,5+ Bedrooms,-
BT3,Jul 2008,Dec 2018,-,-,4 Bedrooms,-
BT30,Jul 2008,Dec 2018,"£205,000","£149,950",3 Bedrooms,-27%
BT30,Jul 2008,Dec 2018,"£122,225","£60,000",1 Bedroom,-51%
BT30,Jul 2008,Dec 2018,"£230,000","£198,975",All,-13%
BT30,Jul 2008,Dec 2018,"£165,000","£87,250",2 Bedrooms,-47%
BT30,Jul 2008,Dec 2018,"£465,000","£367,500",5+ Bedrooms,-21%
BT30,Jul 2008,Dec 2018,"£325,000","£239,500",4 Bedrooms,-26%
BT31,Jul 2008,Dec 2018,"£190,000","£124,950",3 Bedrooms,-34%
BT31,Jul 2008,Dec 2018,-,-,1 Bedroom,-
BT31,Jul 2008,Dec 2018,"£215,000","£199,950",All,-7%
BT31,Jul 2008,Dec 2018,"£167,475",-,2 Bedrooms,-
BT31,Jul 2008,Dec 2018,"£420,000","£234,975",5+ Bedrooms,-44%
BT31,Jul 2008,Dec 2018,"£257,500","£250,000",4 Bedrooms,-3%
BT32,Jul 2008,Dec 2018,"£180,000","£135,000",3 Bedrooms,-25%
BT32,Jul 2008,Dec 2018,"£95,000","£56,000",1 Bedroom,-41%
BT32,Jul 2008,Dec 2018,"£199,000","£152,500",All,-23%
BT32,Jul 2008,Dec 2018,"£145,000","£75,000",2 Bedrooms,-48%
BT32,Jul 2008,Dec 2018,"£460,000","£362,500",5+ Bedrooms,-21%
BT32,Jul 2008,Dec 2018,"£299,500","£219,975",4 Bedrooms,-27%
BT33,Jul 2008,Dec 2018,"£249,950","£169,475",3 Bedrooms,-32%
BT33,Jul 2008,Dec 2018,"£125,000",-,1 Bedroom,-
BT33,Jul 2008,Dec 2018,"£265,000","£177,000",All,-33%
BT33,Jul 2008,Dec 2018,"£205,000","£130,000",2 Bedrooms,-37%
BT33,Jul 2008,Dec 2018,"£395,000","£375,000",5+ Bedrooms,-5%
BT33,Jul 2008,Dec 2018,"£299,000","£249,475",4 Bedrooms,-17%
BT34,Jul 2008,Dec 2018,"£200,000","£124,950",3 Bedrooms,-38%
BT34,Jul 2008,Dec 2018,"£122,500","£75,000",1 Bedroom,-39%
BT34,Jul 2008,Dec 2018,"£230,000","£182,475",All,-21%
BT34,Jul 2008,Dec 2018,"£180,000","£99,999",2 Bedrooms,-44%
BT34,Jul 2008,Dec 2018,"£400,000","£275,000",5+ Bedrooms,-31%
BT34,Jul 2008,Dec 2018,"£320,000","£225,000",4 Bedrooms,-30%
BT35,Jul 2008,Dec 2018,"£185,000","£134,950",3 Bedrooms,-27%
BT35,Jul 2008,Dec 2018,"£145,000","£50,000",1 Bedroom,-66%
BT35,Jul 2008,Dec 2018,"£195,000","£145,000",All,-26%
BT35,Jul 2008,Dec 2018,"£164,475","£82,500",2 Bedrooms,-50%
BT35,Jul 2008,Dec 2018,"£367,500","£275,000",5+ Bedrooms,-25%
BT35,Jul 2008,Dec 2018,"£272,475","£195,000",4 Bedrooms,-28%
BT36,Jul 2008,Dec 2018,"£185,000","£129,950",3 Bedrooms,-30%
BT36,Jul 2008,Dec 2018,"£116,500","£64,950",1 Bedroom,-44%
BT36,Jul 2008,Dec 2018,"£189,950","£135,000",All,-29%
BT36,Jul 2008,Dec 2018,"£159,950","£88,450",2 Bedrooms,-45%
BT36,Jul 2008,Dec 2018,"£335,000","£295,000",5+ Bedrooms,-12%
BT36,Jul 2008,Dec 2018,"£269,950","£214,950",4 Bedrooms,-20%
BT37,Jul 2008,Dec 2018,"£159,975","£96,225",3 Bedrooms,-40%
BT37,Jul 2008,Dec 2018,"£137,475","£49,950",1 Bedroom,-64%
BT37,Jul 2008,Dec 2018,"£177,475","£134,950",All,-24%
BT37,Jul 2008,Dec 2018,"£139,950","£99,000",2 Bedrooms,-29%
BT37,Jul 2008,Dec 2018,"£475,000","£419,950",5+ Bedrooms,-12%
BT37,Jul 2008,Dec 2018,"£379,500","£249,950",4 Bedrooms,-34%
BT38,Jul 2008,Dec 2018,"£199,950","£119,950",3 Bedrooms,-40%
BT38,Jul 2008,Dec 2018,"£120,000","£67,995",1 Bedroom,-43%
BT38,Jul 2008,Dec 2018,"£209,950","£149,950",All,-29%
BT38,Jul 2008,Dec 2018,"£169,950","£99,000",2 Bedrooms,-42%
BT38,Jul 2008,Dec 2018,"£398,975","£269,950",5+ Bedrooms,-32%
BT38,Jul 2008,Dec 2018,"£290,000","£219,950",4 Bedrooms,-24%
BT39,Jul 2008,Dec 2018,"£192,975","£139,950",3 Bedrooms,-27%
BT39,Jul 2008,Dec 2018,"£107,500","£227,475",1 Bedroom,+112%
BT39,Jul 2008,Dec 2018,"£219,975","£174,950",All,-20%
BT39,Jul 2008,Dec 2018,"£152,500","£86,450",2 Bedrooms,-43%
